lat,lon,heading,filename,status,source
29.396308,-111.848974,0,,ZERO_RESULTS,metadata
29.396308,-111.848974,90,,ZERO_RESULTS,metadata
29.396308,-111.848974,180,,ZERO_RESULTS,metadata
29.396308,-111.848974,270,,ZERO_RESULTS,metadata
29.39617338692809,-110.848893261322,0,lat_29.39617338692809_lon_-110.848893261322_hdg_0_pano.jpg,OK,pano
29.39617338692809,-110.848893261322,90,lat_29.39617338692809_lon_-110.848893261322_hdg_90_pano.jpg,OK,pano
29.39617338692809,-110.848893261322,180,lat_29.39617338692809_lon_-110.848893261322_hdg_180_pano.jpg,OK,pano
29.39617338692809,-110.848893261322,270,lat_29.39617338692809_lon_-110.848893261322_hdg_270_pano.jpg,OK,pano
29.396308,-109.848974,0,,ZERO_RESULTS,metadata
29.396308,-109.848974,90,,ZERO_RESULTS,metadata
29.396308,-109.848974,180,,ZERO_RESULTS,metadata
29.396308,-109.848974,270,,ZERO_RESULTS,metadata
29.396308,-108.848974,0,,ZERO_RESULTS,metadata
29.396308,-108.848974,90,,ZERO_RESULTS,metadata
29.396308,-108.848974,180,,ZERO_RESULTS,metadata
29.396308,-108.848974,270,,ZERO_RESULTS,metadata
29.396308,-107.848974,0,,ZERO_RESULTS,metadata
29.396308,-107.848974,90,,ZERO_RESULTS,metadata
29.396308,-107.848974,180,,ZERO_RESULTS,metadata
29.396308,-107.848974,270,,ZERO_RESULTS,metadata
29.396308,-106.848974,0,,ZERO_RESULTS,metadata
29.396308,-106.848974,90,,ZERO_RESULTS,metadata
29.396308,-106.848974,180,,ZERO_RESULTS,metadata
29.396308,-106.848974,270,,ZERO_RESULTS,metadata
29.396308,-105.848974,0,,ZERO_RESULTS,metadata
29.396308,-105.848974,90,,ZERO_RESULTS,metadata
29.396308,-105.848974,180,,ZERO_RESULTS,metadata
29.396308,-105.848974,270,,ZERO_RESULTS,metadata
29.396308,-104.848974,0,,ZERO_RESULTS,metadata
29.396308,-104.848974,90,,ZERO_RESULTS,metadata
29.396308,-104.848974,180,,ZERO_RESULTS,metadata
29.396308,-104.848974,270,,ZERO_RESULTS,metadata
29.396308,-103.848974,0,,ZERO_RESULTS,metadata
29.396308,-103.848974,90,,ZERO_RESULTS,metadata
29.396308,-103.848974,180,,ZERO_RESULTS,metadata
29.396308,-103.848974,270,,ZERO_RESULTS,metadata
29.396308,-102.848974,0,,ZERO_RESULTS,metadata
29.396308,-102.848974,90,,ZERO_RESULTS,metadata
29.396308,-102.848974,180,,ZERO_RESULTS,metadata
29.396308,-102.848974,270,,ZERO_RESULTS,metadata
29.396308,-101.848974,0,,ZERO_RESULTS,metadata
29.396308,-101.848974,90,,ZERO_RESULTS,metadata
29.396308,-101.848974,180,,ZERO_RESULTS,metadata
29.396308,-101.848974,270,,ZERO_RESULTS,metadata
29.396308,-100.848974,0,,ZERO_RESULTS,metadata
29.396308,-100.848974,90,,ZERO_RESULTS,metadata
29.396308,-100.848974,180,,ZERO_RESULTS,metadata
29.396308,-100.848974,270,,ZERO_RESULTS,metadata
29.396308,-99.848974,0,,ZERO_RESULTS,metadata
29.396308,-99.848974,90,,ZERO_RESULTS,metadata
29.396308,-99.848974,180,,ZERO_RESULTS,metadata
29.396308,-99.848974,270,,ZERO_RESULTS,metadata
29.396308,-98.848974,0,,ZERO_RESULTS,metadata
29.396308,-98.848974,90,,ZERO_RESULTS,metadata
29.396308,-98.848974,180,,ZERO_RESULTS,metadata
29.396308,-98.848974,270,,ZERO_RESULTS,metadata
29.396308,-97.848974,0,,ZERO_RESULTS,metadata
29.396308,-97.848974,90,,ZERO_RESULTS,metadata
29.396308,-97.848974,180,,ZERO_RESULTS,metadata
29.396308,-97.848974,270,,ZERO_RESULTS,metadata
29.396308,-96.848974,0,,ZERO_RESULTS,metadata
29.396308,-96.848974,90,,ZERO_RESULTS,metadata
29.396308,-96.848974,180,,ZERO_RESULTS,metadata
29.396308,-96.848974,270,,ZERO_RESULTS,metadata
29.39658143036842,-95.84866037074592,0,lat_29.39658143036842_lon_-95.84866037074592_hdg_0_pano.jpg,OK,pano
29.39658143036842,-95.84866037074592,90,lat_29.39658143036842_lon_-95.84866037074592_hdg_90_pano.jpg,OK,pano
29.39658143036842,-95.84866037074592,180,lat_29.39658143036842_lon_-95.84866037074592_hdg_180_pano.jpg,OK,pano
29.39658143036842,-95.84866037074592,270,lat_29.39658143036842_lon_-95.84866037074592_hdg_270_pano.jpg,OK,pano
29.396308,-94.848974,0,,ZERO_RESULTS,metadata
29.396308,-94.848974,90,,ZERO_RESULTS,metadata
29.396308,-94.848974,180,,ZERO_RESULTS,metadata
29.396308,-94.848974,270,,ZERO_RESULTS,metadata
29.396308,-93.848974,0,,ZERO_RESULTS,metadata
29.396308,-93.848974,90,,ZERO_RESULTS,metadata
29.396308,-93.848974,180,,ZERO_RESULTS,metadata
29.396308,-93.848974,270,,ZERO_RESULTS,metadata
29.396308,-92.848974,0,,ZERO_RESULTS,metadata
29.396308,-92.848974,90,,ZERO_RESULTS,metadata
29.396308,-92.848974,180,,ZERO_RESULTS,metadata
29.396308,-92.848974,270,,ZERO_RESULTS,metadata
29.396308,-91.848974,0,,ZERO_RESULTS,metadata
29.396308,-91.848974,90,,ZERO_RESULTS,metadata
29.396308,-91.848974,180,,ZERO_RESULTS,metadata
29.396308,-91.848974,270,,ZERO_RESULTS,metadata
29.396308,-90.848974,0,,ZERO_RESULTS,metadata
29.396308,-90.848974,90,,ZERO_RESULTS,metadata
29.396308,-90.848974,180,,ZERO_RESULTS,metadata
29.396308,-90.848974,270,,ZERO_RESULTS,metadata
29.396308,-89.848974,0,,ZERO_RESULTS,metadata
29.396308,-89.848974,90,,ZERO_RESULTS,metadata
29.396308,-89.848974,180,,ZERO_RESULTS,metadata
29.396308,-89.848974,270,,ZERO_RESULTS,metadata
29.396308,-88.848974,0,,ZERO_RESULTS,metadata
29.396308,-88.848974,90,,ZERO_RESULTS,metadata
29.396308,-88.848974,180,,ZERO_RESULTS,metadata
29.396308,-88.848974,270,,ZERO_RESULTS,metadata
29.396308,-87.848974,0,,ZERO_RESULTS,metadata
29.396308,-87.848974,90,,ZERO_RESULTS,metadata
29.396308,-87.848974,180,,ZERO_RESULTS,metadata
29.396308,-87.848974,270,,ZERO_RESULTS,metadata
29.396308,-86.848974,0,,ZERO_RESULTS,metadata
29.396308,-86.848974,90,,ZERO_RESULTS,metadata
29.396308,-86.848974,180,,ZERO_RESULTS,metadata
29.396308,-86.848974,270,,ZERO_RESULTS,metadata
29.396308,-85.848974,0,,ZERO_RESULTS,metadata
29.396308,-85.848974,90,,ZERO_RESULTS,metadata
29.396308,-85.848974,180,,ZERO_RESULTS,metadata
29.396308,-85.848974,270,,ZERO_RESULTS,metadata
29.396308,-84.848974,0,,ZERO_RESULTS,metadata
29.396308,-84.848974,90,,ZERO_RESULTS,metadata
29.396308,-84.848974,180,,ZERO_RESULTS,metadata
29.396308,-84.848974,270,,ZERO_RESULTS,metadata
29.396308,-83.848974,0,,ZERO_RESULTS,metadata
29.396308,-83.848974,90,,ZERO_RESULTS,metadata
29.396308,-83.848974,180,,ZERO_RESULTS,metadata
29.396308,-83.848974,270,,ZERO_RESULTS,metadata
29.396308,-82.848974,0,,ZERO_RESULTS,metadata
29.396308,-82.848974,90,,ZERO_RESULTS,metadata
29.396308,-82.848974,180,,ZERO_RESULTS,metadata
29.396308,-82.848974,270,,ZERO_RESULTS,metadata
29.396308,-81.848974,0,,ZERO_RESULTS,metadata
29.396308,-81.848974,90,,ZERO_RESULTS,metadata
29.396308,-81.848974,180,,ZERO_RESULTS,metadata
29.396308,-81.848974,270,,ZERO_RESULTS,metadata
29.396308,-80.848974,0,,ZERO_RESULTS,metadata
29.396308,-80.848974,90,,ZERO_RESULTS,metadata
29.396308,-80.848974,180,,ZERO_RESULTS,metadata
29.396308,-80.848974,270,,ZERO_RESULTS,metadata
29.396308,-79.848974,0,,ZERO_RESULTS,metadata
29.396308,-79.848974,90,,ZERO_RESULTS,metadata
29.396308,-79.848974,180,,ZERO_RESULTS,metadata
29.396308,-79.848974,270,,ZERO_RESULTS,metadata
29.396308,-78.848974,0,,ZERO_RESULTS,metadata
29.396308,-78.848974,90,,ZERO_RESULTS,metadata
29.396308,-78.848974,180,,ZERO_RESULTS,metadata
29.396308,-78.848974,270,,ZERO_RESULTS,metadata
29.396308,-77.848974,0,,ZERO_RESULTS,metadata
29.396308,-77.848974,90,,ZERO_RESULTS,metadata
29.396308,-77.848974,180,,ZERO_RESULTS,metadata
29.396308,-77.848974,270,,ZERO_RESULTS,metadata
29.396308,-76.848974,0,,ZERO_RESULTS,metadata
29.396308,-76.848974,90,,ZERO_RESULTS,metadata
29.396308,-76.848974,180,,ZERO_RESULTS,metadata
29.396308,-76.848974,270,,ZERO_RESULTS,metadata
29.396308,-75.848974,0,,ZERO_RESULTS,metadata
29.396308,-75.848974,90,,ZERO_RESULTS,metadata
29.396308,-75.848974,180,,ZERO_RESULTS,metadata
29.396308,-75.848974,270,,ZERO_RESULTS,metadata
29.396308,-74.848974,0,,ZERO_RESULTS,metadata
29.396308,-74.848974,90,,ZERO_RESULTS,metadata
29.396308,-74.848974,180,,ZERO_RESULTS,metadata
29.396308,-74.848974,270,,ZERO_RESULTS,metadata
29.396308,-73.848974,0,,ZERO_RESULTS,metadata
29.396308,-73.848974,90,,ZERO_RESULTS,metadata
29.396308,-73.848974,180,,ZERO_RESULTS,metadata
29.396308,-73.848974,270,,ZERO_RESULTS,metadata
29.396308,-72.848974,0,,ZERO_RESULTS,metadata
29.396308,-72.848974,90,,ZERO_RESULTS,metadata
29.396308,-72.848974,180,,ZERO_RESULTS,metadata
29.396308,-72.848974,270,,ZERO_RESULTS,metadata
29.396308,-71.848974,0,,ZERO_RESULTS,metadata
29.396308,-71.848974,90,,ZERO_RESULTS,metadata
29.396308,-71.848974,180,,ZERO_RESULTS,metadata
29.396308,-71.848974,270,,ZERO_RESULTS,metadata
29.396308,-70.848974,0,,ZERO_RESULTS,metadata
29.396308,-70.848974,90,,ZERO_RESULTS,metadata
29.396308,-70.848974,180,,ZERO_RESULTS,metadata
29.396308,-70.848974,270,,ZERO_RESULTS,metadata
29.396308,-69.848974,0,,ZERO_RESULTS,metadata
29.396308,-69.848974,90,,ZERO_RESULTS,metadata
29.396308,-69.848974,180,,ZERO_RESULTS,metadata
29.396308,-69.848974,270,,ZERO_RESULTS,metadata
29.396308,-68.848974,0,,ZERO_RESULTS,metadata
29.396308,-68.848974,90,,ZERO_RESULTS,metadata
29.396308,-68.848974,180,,ZERO_RESULTS,metadata
29.396308,-68.848974,270,,ZERO_RESULTS,metadata
29.396308,-67.848974,0,,ZERO_RESULTS,metadata
29.396308,-67.848974,90,,ZERO_RESULTS,metadata
29.396308,-67.848974,180,,ZERO_RESULTS,metadata
29.396308,-67.848974,270,,ZERO_RESULTS,metadata
30.396308,-124.848974,0,,ZERO_RESULTS,metadata
30.396308,-124.848974,90,,ZERO_RESULTS,metadata
30.396308,-124.848974,180,,ZERO_RESULTS,metadata
30.396308,-124.848974,270,,ZERO_RESULTS,metadata
30.396308,-123.848974,0,,ZERO_RESULTS,metadata
30.396308,-123.848974,90,,ZERO_RESULTS,metadata
30.396308,-123.848974,180,,ZERO_RESULTS,metadata
30.396308,-123.848974,270,,ZERO_RESULTS,metadata
30.396308,-122.848974,0,,ZERO_RESULTS,metadata
30.396308,-122.848974,90,,ZERO_RESULTS,metadata
30.396308,-122.848974,180,,ZERO_RESULTS,metadata
30.396308,-122.848974,270,,ZERO_RESULTS,metadata
30.396308,-121.848974,0,,ZERO_RESULTS,metadata
30.396308,-121.848974,90,,ZERO_RESULTS,metadata
30.396308,-121.848974,180,,ZERO_RESULTS,metadata
30.396308,-121.848974,270,,ZERO_RESULTS,metadata
30.396308,-120.848974,0,,ZERO_RESULTS,metadata
30.396308,-120.848974,90,,ZERO_RESULTS,metadata
30.396308,-120.848974,180,,ZERO_RESULTS,metadata
30.396308,-120.848974,270,,ZERO_RESULTS,metadata
30.396308,-119.848974,0,,ZERO_RESULTS,metadata
30.396308,-119.848974,90,,ZERO_RESULTS,metadata
30.396308,-119.848974,180,,ZERO_RESULTS,metadata
30.396308,-119.848974,270,,ZERO_RESULTS,metadata
30.396308,-118.848974,0,,ZERO_RESULTS,metadata
30.396308,-118.848974,90,,ZERO_RESULTS,metadata
30.396308,-118.848974,180,,ZERO_RESULTS,metadata
30.396308,-118.848974,270,,ZERO_RESULTS,metadata
30.396308,-117.848974,0,,ZERO_RESULTS,metadata
30.396308,-117.848974,90,,ZERO_RESULTS,metadata
30.396308,-117.848974,180,,ZERO_RESULTS,metadata
30.396308,-117.848974,270,,ZERO_RESULTS,metadata
30.396308,-116.848974,0,,ZERO_RESULTS,metadata
30.396308,-116.848974,90,,ZERO_RESULTS,metadata
30.396308,-116.848974,180,,ZERO_RESULTS,metadata
30.396308,-116.848974,270,,ZERO_RESULTS,metadata
30.396308,-115.848974,0,,ZERO_RESULTS,metadata
30.396308,-115.848974,90,,ZERO_RESULTS,metadata
30.396308,-115.848974,180,,ZERO_RESULTS,metadata
30.396308,-115.848974,270,,ZERO_RESULTS,metadata
30.396308,-114.848974,0,,ZERO_RESULTS,metadata
30.396308,-114.848974,90,,ZERO_RESULTS,metadata
30.396308,-114.848974,180,,ZERO_RESULTS,metadata
30.396308,-114.848974,270,,ZERO_RESULTS,metadata
30.396308,-113.848974,0,,ZERO_RESULTS,metadata
30.396308,-113.848974,90,,ZERO_RESULTS,metadata
30.396308,-113.848974,180,,ZERO_RESULTS,metadata
30.396308,-113.848974,270,,ZERO_RESULTS,metadata
30.396308,-112.848974,0,,ZERO_RESULTS,metadata
30.396308,-112.848974,90,,ZERO_RESULTS,metadata
30.396308,-112.848974,180,,ZERO_RESULTS,metadata
30.396308,-112.848974,270,,ZERO_RESULTS,metadata
30.396308,-111.848974,0,,ZERO_RESULTS,metadata
30.396308,-111.848974,90,,ZERO_RESULTS,metadata
30.396308,-111.848974,180,,ZERO_RESULTS,metadata
30.396308,-111.848974,270,,ZERO_RESULTS,metadata
30.396308,-110.848974,0,,ZERO_RESULTS,metadata
30.396308,-110.848974,90,,ZERO_RESULTS,metadata
30.396308,-110.848974,180,,ZERO_RESULTS,metadata
30.396308,-110.848974,270,,ZERO_RESULTS,metadata
30.396308,-109.848974,0,,ZERO_RESULTS,metadata
30.396308,-109.848974,90,,ZERO_RESULTS,metadata
30.396308,-109.848974,180,,ZERO_RESULTS,metadata
30.396308,-109.848974,270,,ZERO_RESULTS,metadata
30.396308,-108.848974,0,,ZERO_RESULTS,metadata
30.396308,-108.848974,90,,ZERO_RESULTS,metadata
30.396308,-108.848974,180,,ZERO_RESULTS,metadata
30.396308,-108.848974,270,,ZERO_RESULTS,metadata
30.396308,-107.848974,0,,ZERO_RESULTS,metadata
30.396308,-107.848974,90,,ZERO_RESULTS,metadata
30.396308,-107.848974,180,,ZERO_RESULTS,metadata
30.396308,-107.848974,270,,ZERO_RESULTS,metadata
30.396308,-106.848974,0,,ZERO_RESULTS,metadata
30.396308,-106.848974,90,,ZERO_RESULTS,metadata
30.396308,-106.848974,180,,ZERO_RESULTS,metadata
30.396308,-106.848974,270,,ZERO_RESULTS,metadata
30.396308,-105.848974,0,,ZERO_RESULTS,metadata
30.396308,-105.848974,90,,ZERO_RESULTS,metadata
30.396308,-105.848974,180,,ZERO_RESULTS,metadata
30.396308,-105.848974,270,,ZERO_RESULTS,metadata
30.396308,-104.848974,0,,ZERO_RESULTS,metadata
30.396308,-104.848974,90,,ZERO_RESULTS,metadata
30.396308,-104.848974,180,,ZERO_RESULTS,metadata
30.396308,-104.848974,270,,ZERO_RESULTS,metadata
30.396308,-103.848974,0,,ZERO_RESULTS,metadata
30.396308,-103.848974,90,,ZERO_RESULTS,metadata
30.396308,-103.848974,180,,ZERO_RESULTS,metadata
30.396308,-103.848974,270,,ZERO_RESULTS,metadata
30.396308,-102.848974,0,,ZERO_RESULTS,metadata
30.396308,-102.848974,90,,ZERO_RESULTS,metadata
30.396308,-102.848974,180,,ZERO_RESULTS,metadata
30.396308,-102.848974,270,,ZERO_RESULTS,metadata
30.396308,-101.848974,0,,ZERO_RESULTS,metadata
30.396308,-101.848974,90,,ZERO_RESULTS,metadata
30.396308,-101.848974,180,,ZERO_RESULTS,metadata
30.396308,-101.848974,270,,ZERO_RESULTS,metadata
30.396308,-100.848974,0,,ZERO_RESULTS,metadata
30.396308,-100.848974,90,,ZERO_RESULTS,metadata
30.396308,-100.848974,180,,ZERO_RESULTS,metadata
30.396308,-100.848974,270,,ZERO_RESULTS,metadata
30.396308,-99.848974,0,,ZERO_RESULTS,metadata
30.396308,-99.848974,90,,ZERO_RESULTS,metadata
30.396308,-99.848974,180,,ZERO_RESULTS,metadata
30.396308,-99.848974,270,,ZERO_RESULTS,metadata
30.396308,-98.848974,0,,ZERO_RESULTS,metadata
30.396308,-98.848974,90,,ZERO_RESULTS,metadata
30.396308,-98.848974,180,,ZERO_RESULTS,metadata
30.396308,-98.848974,270,,ZERO_RESULTS,metadata
30.39648389852986,-97.848861117945,0,lat_30.39648389852986_lon_-97.848861117945_hdg_0_pano.jpg,OK,pano
30.39648389852986,-97.848861117945,90,lat_30.39648389852986_lon_-97.848861117945_hdg_90_pano.jpg,OK,pano
30.39648389852986,-97.848861117945,180,lat_30.39648389852986_lon_-97.848861117945_hdg_180_pano.jpg,OK,pano
30.39648389852986,-97.848861117945,270,lat_30.39648389852986_lon_-97.848861117945_hdg_270_pano.jpg,OK,pano
30.396308,-96.848974,0,,ZERO_RESULTS,metadata
30.396308,-96.848974,90,,ZERO_RESULTS,metadata
30.396308,-96.848974,180,,ZERO_RESULTS,metadata
30.396308,-96.848974,270,,ZERO_RESULTS,metadata
30.396308,-95.848974,0,,ZERO_RESULTS,metadata
30.396308,-95.848974,90,,ZERO_RESULTS,metadata
30.396308,-95.848974,180,,ZERO_RESULTS,metadata
30.396308,-95.848974,270,,ZERO_RESULTS,metadata
30.396308,-94.848974,0,,ZERO_RESULTS,metadata
30.396308,-94.848974,90,,ZERO_RESULTS,metadata
30.396308,-94.848974,180,,ZERO_RESULTS,metadata
30.396308,-94.848974,270,,ZERO_RESULTS,metadata
30.396308,-93.848974,0,,ZERO_RESULTS,metadata
30.396308,-93.848974,90,,ZERO_RESULTS,metadata
30.396308,-93.848974,180,,ZERO_RESULTS,metadata
30.396308,-93.848974,270,,ZERO_RESULTS,metadata
30.396308,-92.848974,0,,ZERO_RESULTS,metadata
30.396308,-92.848974,90,,ZERO_RESULTS,metadata
30.396308,-92.848974,180,,ZERO_RESULTS,metadata
30.396308,-92.848974,270,,ZERO_RESULTS,metadata
30.396308,-91.848974,0,,ZERO_RESULTS,metadata
30.396308,-91.848974,90,,ZERO_RESULTS,metadata
30.396308,-91.848974,180,,ZERO_RESULTS,metadata
30.396308,-91.848974,270,,ZERO_RESULTS,metadata
30.396308,-90.848974,0,,ZERO_RESULTS,metadata
30.396308,-90.848974,90,,ZERO_RESULTS,metadata
30.396308,-90.848974,180,,ZERO_RESULTS,metadata
30.396308,-90.848974,270,,ZERO_RESULTS,metadata
30.396308,-89.848974,0,,ZERO_RESULTS,metadata
30.396308,-89.848974,90,,ZERO_RESULTS,metadata
30.396308,-89.848974,180,,ZERO_RESULTS,metadata
30.396308,-89.848974,270,,ZERO_RESULTS,metadata
30.396308,-88.848974,0,,ZERO_RESULTS,metadata
30.396308,-88.848974,90,,ZERO_RESULTS,metadata
30.396308,-88.848974,180,,ZERO_RESULTS,metadata
30.396308,-88.848974,270,,ZERO_RESULTS,metadata
30.396308,-87.848974,0,,ZERO_RESULTS,metadata
30.396308,-87.848974,90,,ZERO_RESULTS,metadata
30.396308,-87.848974,180,,ZERO_RESULTS,metadata
30.396308,-87.848974,270,,ZERO_RESULTS,metadata
30.396308,-86.848974,0,,ZERO_RESULTS,metadata
30.396308,-86.848974,90,,ZERO_RESULTS,metadata
30.396308,-86.848974,180,,ZERO_RESULTS,metadata
30.396308,-86.848974,270,,ZERO_RESULTS,metadata
30.396308,-85.848974,0,,ZERO_RESULTS,metadata
30.396308,-85.848974,90,,ZERO_RESULTS,metadata
30.396308,-85.848974,180,,ZERO_RESULTS,metadata
30.396308,-85.848974,270,,ZERO_RESULTS,metadata
30.396308,-84.848974,0,,ZERO_RESULTS,metadata
30.396308,-84.848974,90,,ZERO_RESULTS,metadata
30.396308,-84.848974,180,,ZERO_RESULTS,metadata
30.396308,-84.848974,270,,ZERO_RESULTS,metadata
30.396308,-83.848974,0,,ZERO_RESULTS,metadata
30.396308,-83.848974,90,,ZERO_RESULTS,metadata
30.396308,-83.848974,180,,ZERO_RESULTS,metadata
30.396308,-83.848974,270,,ZERO_RESULTS,metadata
30.396308,-82.848974,0,,ZERO_RESULTS,metadata
30.396308,-82.848974,90,,ZERO_RESULTS,metadata
30.396308,-82.848974,180,,ZERO_RESULTS,metadata
30.396308,-82.848974,270,,ZERO_RESULTS,metadata
30.396308,-81.848974,0,,ZERO_RESULTS,metadata
30.396308,-81.848974,90,,ZERO_RESULTS,metadata
30.396308,-81.848974,180,,ZERO_RESULTS,metadata
30.396308,-81.848974,270,,ZERO_RESULTS,metadata
30.396308,-80.848974,0,,ZERO_RESULTS,metadata
30.396308,-80.848974,90,,ZERO_RESULTS,metadata
30.396308,-80.848974,180,,ZERO_RESULTS,metadata
30.396308,-80.848974,270,,ZERO_RESULTS,metadata
30.396308,-79.848974,0,,ZERO_RESULTS,metadata
30.396308,-79.848974,90,,ZERO_RESULTS,metadata
30.396308,-79.848974,180,,ZERO_RESULTS,metadata
30.396308,-79.848974,270,,ZERO_RESULTS,metadata
30.396308,-78.848974,0,,ZERO_RESULTS,metadata
30.396308,-78.848974,90,,ZERO_RESULTS,metadata
30.396308,-78.848974,180,,ZERO_RESULTS,metadata
30.396308,-78.848974,270,,ZERO_RESULTS,metadata
30.396308,-77.848974,0,,ZERO_RESULTS,metadata
30.396308,-77.848974,90,,ZERO_RESULTS,metadata
30.396308,-77.848974,180,,ZERO_RESULTS,metadata
30.396308,-77.848974,270,,ZERO_RESULTS,metadata
30.396308,-76.848974,0,,ZERO_RESULTS,metadata
30.396308,-76.848974,90,,ZERO_RESULTS,metadata
30.396308,-76.848974,180,,ZERO_RESULTS,metadata
30.396308,-76.848974,270,,ZERO_RESULTS,metadata
30.396308,-75.848974,0,,ZERO_RESULTS,metadata
30.396308,-75.848974,90,,ZERO_RESULTS,metadata
30.396308,-75.848974,180,,ZERO_RESULTS,metadata
30.396308,-75.848974,270,,ZERO_RESULTS,metadata
30.396308,-74.848974,0,,ZERO_RESULTS,metadata
30.396308,-74.848974,90,,ZERO_RESULTS,metadata
30.396308,-74.848974,180,,ZERO_RESULTS,metadata
30.396308,-74.848974,270,,ZERO_RESULTS,metadata
30.396308,-73.848974,0,,ZERO_RESULTS,metadata
30.396308,-73.848974,90,,ZERO_RESULTS,metadata
30.396308,-73.848974,180,,ZERO_RESULTS,metadata
30.396308,-73.848974,270,,ZERO_RESULTS,metadata
30.396308,-72.848974,0,,ZERO_RESULTS,metadata
30.396308,-72.848974,90,,ZERO_RESULTS,metadata
30.396308,-72.848974,180,,ZERO_RESULTS,metadata
30.396308,-72.848974,270,,ZERO_RESULTS,metadata
30.396308,-71.848974,0,,ZERO_RESULTS,metadata
30.396308,-71.848974,90,,ZERO_RESULTS,metadata
30.396308,-71.848974,180,,ZERO_RESULTS,metadata
30.396308,-71.848974,270,,ZERO_RESULTS,metadata
30.396308,-70.848974,0,,ZERO_RESULTS,metadata
30.396308,-70.848974,90,,ZERO_RESULTS,metadata
30.396308,-70.848974,180,,ZERO_RESULTS,metadata
30.396308,-70.848974,270,,ZERO_RESULTS,metadata
30.396308,-69.848974,0,,ZERO_RESULTS,metadata
30.396308,-69.848974,90,,ZERO_RESULTS,metadata
30.396308,-69.848974,180,,ZERO_RESULTS,metadata
30.396308,-69.848974,270,,ZERO_RESULTS,metadata
30.396308,-68.848974,0,,ZERO_RESULTS,metadata
30.396308,-68.848974,90,,ZERO_RESULTS,metadata
30.396308,-68.848974,180,,ZERO_RESULTS,metadata
30.396308,-68.848974,270,,ZERO_RESULTS,metadata
30.396308,-67.848974,0,,ZERO_RESULTS,metadata
30.396308,-67.848974,90,,ZERO_RESULTS,metadata
30.396308,-67.848974,180,,ZERO_RESULTS,metadata
30.396308,-67.848974,270,,ZERO_RESULTS,metadata
31.396308,-124.848974,0,,ZERO_RESULTS,metadata
31.396308,-124.848974,90,,ZERO_RESULTS,metadata
31.396308,-124.848974,180,,ZERO_RESULTS,metadata
31.396308,-124.848974,270,,ZERO_RESULTS,metadata
31.396308,-123.848974,0,,ZERO_RESULTS,metadata
31.396308,-123.848974,90,,ZERO_RESULTS,metadata
31.396308,-123.848974,180,,ZERO_RESULTS,metadata
31.396308,-123.848974,270,,ZERO_RESULTS,metadata
31.396308,-122.848974,0,,ZERO_RESULTS,metadata
31.396308,-122.848974,90,,ZERO_RESULTS,metadata
31.396308,-122.848974,180,,ZERO_RESULTS,metadata
31.396308,-122.848974,270,,ZERO_RESULTS,metadata
31.396308,-121.848974,0,,ZERO_RESULTS,metadata
31.396308,-121.848974,90,,ZERO_RESULTS,metadata
31.396308,-121.848974,180,,ZERO_RESULTS,metadata
31.396308,-121.848974,270,,ZERO_RESULTS,metadata
31.396308,-120.848974,0,,ZERO_RESULTS,metadata
31.396308,-120.848974,90,,ZERO_RESULTS,metadata
31.396308,-120.848974,180,,ZERO_RESULTS,metadata
31.396308,-120.848974,270,,ZERO_RESULTS,metadata
31.396308,-119.848974,0,,ZERO_RESULTS,metadata
31.396308,-119.848974,90,,ZERO_RESULTS,metadata
31.396308,-119.848974,180,,ZERO_RESULTS,metadata
31.396308,-119.848974,270,,ZERO_RESULTS,metadata
31.396308,-118.848974,0,,ZERO_RESULTS,metadata
31.396308,-118.848974,90,,ZERO_RESULTS,metadata
31.396308,-118.848974,180,,ZERO_RESULTS,metadata
31.396308,-118.848974,270,,ZERO_RESULTS,metadata
31.396308,-117.848974,0,,ZERO_RESULTS,metadata
31.396308,-117.848974,90,,ZERO_RESULTS,metadata
31.396308,-117.848974,180,,ZERO_RESULTS,metadata
31.396308,-117.848974,270,,ZERO_RESULTS,metadata
31.396308,-116.848974,0,,ZERO_RESULTS,metadata
31.396308,-116.848974,90,,ZERO_RESULTS,metadata
31.396308,-116.848974,180,,ZERO_RESULTS,metadata
31.396308,-116.848974,270,,ZERO_RESULTS,metadata
31.396308,-115.848974,0,,ZERO_RESULTS,metadata
31.396308,-115.848974,90,,ZERO_RESULTS,metadata
31.396308,-115.848974,180,,ZERO_RESULTS,metadata
31.396308,-115.848974,270,,ZERO_RESULTS,metadata
31.396308,-114.848974,0,,ZERO_RESULTS,metadata
31.396308,-114.848974,90,,ZERO_RESULTS,metadata
31.396308,-114.848974,180,,ZERO_RESULTS,metadata
31.396308,-114.848974,270,,ZERO_RESULTS,metadata
31.396308,-113.848974,0,,ZERO_RESULTS,metadata
31.396308,-113.848974,90,,ZERO_RESULTS,metadata
31.396308,-113.848974,180,,ZERO_RESULTS,metadata
31.396308,-113.848974,270,,ZERO_RESULTS,metadata
31.396308,-112.848974,0,,ZERO_RESULTS,metadata
31.396308,-112.848974,90,,ZERO_RESULTS,metadata
31.396308,-112.848974,180,,ZERO_RESULTS,metadata
31.396308,-112.848974,270,,ZERO_RESULTS,metadata
31.396308,-111.848974,0,,ZERO_RESULTS,metadata
31.396308,-111.848974,90,,ZERO_RESULTS,metadata
31.396308,-111.848974,180,,ZERO_RESULTS,metadata
31.396308,-111.848974,270,,ZERO_RESULTS,metadata
31.396308,-110.848974,0,,ZERO_RESULTS,metadata
